,PCT filing number,Patent number,PCT filing date ,Title of invention (English),Owners,Individual/ResearchOrganization/Company,Country of Owner,Inventors,Country of Inventor,Invention aspect ,Type of mechanism or work involved,Plant used,Treatment,Commercial status,Grant date,PCT publication date, International Patent Classification 
67,10157481.2,EP000002206508B1,27-02-2007,Extract of herbal and the composition containing the same," Dong-A ST Co., Ltd.
",Company,Korea,"Son, Mi Won, Choi, Sang Jin, Cho, Chong Hwan, Baek, Nam Joon, Lee, Tao Ho, Rhee, Jae Keol, Kim, Soon Hoe, Yoo, Moo Hi, Jin, Mi Rim, Son, Jin Pub
",Korea,Remarkable effect,"Powder, granule, tablet, capsule, syrup or beverage.","Sinapis Semen, Corydalis , Pharbitidis and Strychni Ignatii Semen",Gastrointestinal motility disorder,Y,21.08.2013,14.07.2010,"A61K 36/66  ,A61K 36/39 ,A61K 36/56  ,A61K 36/31 ,A23L 1/29 , A61P 1/00 "
68,10157481.2,EP000002206508A2,27-02-2007,Extract of herbal and the composition containing the same," Dong-A ST Co., Ltd.
",Company,Korea,"Son, Mi Won, Choi, Sang Jin, Cho, Chong Hwan, Baek, Nam Joon, Lee, Tao Ho, Rhee, Jae Keol, Kim, Soon Hoe, Yoo, Moo Hi, Jin, Mi Rim, Son, Jin Pub
",Korea,Remarkable effect,"Powder, granule, tablet, capsule, syrup or beverage.","Sinapis Semen, Corydalis , Pharbitidis and Strychni Ignatii Semen",Gastrointestinal motility disorder,Y,-,14.07.2010,"A61K 36/66  ,A61K 36/39 ,A61K 36/56 , A61K 36/31 ,A23L 1/29 , A61P 1/00 "
69,PCT/EC2008/000007,WO2009/036772 ,18-09-2008,"Anti-Aids , Anti-Tumour,Immune -system-Stimulating Herbal composition and Production method therefore
","Pharmabrand S.A.
",Company,Ecuador," Cid  vivanco , Roberto Francisco,ANDRADE BEJARANO, Renato, SANDOVAL TORRES, Diego Patricio
",Ecuador,"Synergism demonstrating anti-inflammatory, antiviral nutritional supplemen","Capsules, elixirs, granules, suspensions, syrups, food additives, beverage powders and tablets may be or inhalant administration.","Nettle,kalanchoe pinnata,solanum dulcamara,solanum lyratum, Bryophilum calycinum, Cotyledon calycinum, and Kalanchoe daigremontiana Bryophilum farinaceous.",Tumors,Y,07.08.2013,26.03.2009,"A61K 36/45  ,A61K 36/41 ,A61K 36/81  ,A61P 35/00 ,A61P 37/02 "
70,PCT/CA2008/001764,WO2009/043176,10-03-2008,Herbal composition and methods for treating  Hepatitic disorders , Sabell Corporation,Company,Canada,"Coral , Jose Gonzalo Cabanillas",Peru,Composition of the raw material,Capsules, Annona or Curcumai,Hepatitic disorders,Y,10.06.2015,09.04.2009,"A61K 36/30 , A61K 36/57 ,A61K 36/9066  ,A61P 1/16,A61P 31/12  ,A61P 39/06 "
71,PCT/JP2007/069934,WO2009/047859,10-12-2007,Granular jelly beverage for the medication and process for producing the same ,"Ryukakusan Co. Ltd.

 
",Company,Japan," Fukui, Atsuko",Japan,"Unique bitter taste, astringent taste, sour taste or sweet taste to be adjusted and allows the drugs to be safely taken",Granular jelly beverage ,"Jizusoippo, Saikoseikanto , Saireito ,carrageenan, gellan gum, locust bean gum, xanthane gum, guar gum,",-,Y,30.04.2014,16.04.2009,"A61K 36/00  ,A61K 9/00 ,A61K 47/10,  A61K 47/12,A61K 47/24 , A61K 47/26 ,A61K 47/36 ,A61K 47/44 ,A23L 1/05,  A23L 2/00 "
72,"PCT/CA2008/001764
",WO2009/043176,10-03-2008,Herbal composition and methods for treating Hepatitic disorders ," Sabell Corporation


 ",Company,"Canada,Peru","Coral , Jose Gonzalo Cabanillas
",Peru,Composition of the raw material,Capsules, Annona or Curcumai,Hepatitic disorders,Y,10.06.2015,09.04.2009,"A61K 36/30 , A61K 36/57 ,A61K 36/9066  ,A61P 1/16,A61P 31/12  ,A61P 39/06 "
73,12162723.6,EP000002484345A1,11-03-2006,Herbal composition for weight management," InQpharm Group Sdn Bhd



",Company,Malaysia," Samuel, Philip, Pescatore, Fred","India,United States","Reducing type 2 diabetes, hypertension and coronary heart disease","The herbal composition is administered between 30 and 60 minutes before a meal, or between 2 hours and 30 minutes before one or more meals within a day.","Garcinia extract, Green tea extract, Green coffee extract and Banaba extract",Body weight,Y,-,08.08.2012,"A61K 9/20  ,A61K 36/38 ,A61K 36/185,  A61K 36/82 ,A61K 36/74 "
74,12164197.1,EP000002481389B1,20-12-2005,"Formulations and treatments for trichology
"," Dolphst Pty Ltd

 
",Company,Australia," Phillips, Jon",Australia,Composition of the raw materials used ,Powder, Polygonum multiflorum;- an extract from Gingko biloba;- an extract from Equisetum arvense;- an extract from Panax quinquefolium;,Alopecia.,Y,-,01.08.2012,A61K 6/00 
75,PCT/CN2009/073664,WO2011/026267,09-01-2009,"Anthiphlogistic,Antioncotic and Analgesic chinese herbal composition preparative method and usage thereof "," Uni-president Biotech Co., Ltd.



",Company,China," Wu Tianshung, CHOU, Tai-ting",China,"Antiphlogistic,antioncotic,analgesic composition","Herbal creams to ointments, aqueous gel and a cream","Rhizoma Bletillae, Cortex Cinnamomi, Radix Angelicae Formosanae, Radix Angelicae Sinensis, Radix Paeoniae Rubra, Rhizoma Notopterygii, Radix Linderae, Radix Glycyrrhizae, Radix Angelicae Pubescentis and Radix Et Rhizoma Rhei",Anti-inflammatory swelling and pain,Y,-,11.07.2012,"A61K 36/9068 , A61K 36/898,A61K 36/71  ,A61K 36/708 ,A61K 36/54  ,A61K 36/484 ,A61K 36/328  ,A61K 36/324 ,A61K 36/237 , A61K 36/232 ,A61K 31/7048 , A61K 31/704 ,
A61K 31/37 , A61K 31/366 ,A61K 31/19 , A61K 31/12 ,A61K 31/11 , A61K 9/06 ,A61K 9/107 , A61K 9/12 ,A61P 29/00 "
76,PCT/CN2009/072537,WO2011/000150,30-06-2009,A medicinal composition for the treatment of Bronchitis and preparation thereof ,"Hebei Yiling Medicine Research Institute Co., Ltd.


",Company,China," Wu , Yiling, ZHANG, Yongfeng, XU, Honghui, LI, Xiaoyan, JI, Xueli, WU, Xiaoli, WANG, Chao, LI, Yunpeng, WANG, Meng

",China,Has a good therapeutic efficacy on bronchitis.,"The pharmaceutical composition is in a dosage form of hard capsule, tablet, powder, oral liquid, soft capsule, pill, tincture, syrup, suppository, gel, spray, or injection.","Pericarpium Citri, Rhizoma Pinelliae, Radix Asteris, Flos Farfarae, Poria, Rhizoma Atractylodis Macrocephalae, Semen Armeniacae Amarum, Fructus Perillae, Semen Sinapis Albae, Radix Scutellariae, Ramulus Cinnamomi, Seme Raphani, Fructus Forsythiae, Herba Houttuyniae, and Radix Glycyrrhizae",Bronchitis,Y,-,06.01.2011,"A61K 36/8888 , A61K 36/78,A61K 36/752,  A61K 36/736 ,A61K 36/634  ,A61K 36/54,A61K 36/539 ,A61K 36/535 ,A61K 36/484 , A61K 36/31 ,A61K 36/284  ,A61K 36/28 ,A61K 36/076  A61P 11/06 ,A61P 11/08  ,A61K 36/73 ,A61K 36/888 , A61K 36/185 "
77,PCT/EP2013/071758,WO2014/060533,17-10-2013,Herbal Formulation ," Montero Gida Sanayi Ve Ticaret A.S.
",Company,Turkey," CIFTER, Ümit, arabacioglu , Nazife, toker, Özlem

",Turkey," Elimination of the symptoms thereof in mammalians, particularly in humans","Formulation is to be administered by oral,parenteral, ocular, nasal, buccal, sublingual and topical route","Propolis extract, Ginseng  extract,Zingiber officinale extract, and Glycyrrhiza glabra extract",Respiratory tract diseases,Y,06.12.2017,24.04.2014,"A61K 36/258,  A61K 36/484 ,A61K 36/9068,  A61K 36/61 ,A61K 47/12,  A61K 47/26 ,A61K 47/46"
78,14168228.6,EP000002896396A1,14-05-2014,Herbal formulation for topical wound treatment,"Abem Kimya Tibbi Malzemeler Yönetim Danismanligi,Temizlik Servis Hizmetleri Sanayi Ve Dis Ticaret Limited Sirketi
",Company,Turkey,"Melikoglu, Ahmet, NUREL, Hülya, Keskin, Fikriye
",Turkey,Anti-inflammatory effects to improve the wound care,Formulations can be either a solution or a gel,Comfrey Symphytum officinale L. extract and/or Commiphora molmol tincture,Wounds,Y,-,22.07.2015,"A61K 31/155 , A61K 31/205 ,A61K 47/34 , A61K 36/30 ,A61K 36/328 , A61P 17/02 "
79,14003947,EP000002896395B1,24-11-2014,Formulation for topical wound treatment,"Kilic, Ahmet
",Individual,Germany,"Kilic, Ahmet,Cicek, Hasan
",Germany, Wound dressing formulation ,Gel and solution formulations ," White Willow ,Meadowsweet plant,  Cinchona , Periwinkle,Opium Poppy",Wounds,Y,26.10.2016,22.07.2015,"A61K 31/155, A61K 31/205 ,A61K 47/34 ,A61K 36/30 ,A61K 36/328,  A61P 17/02 "
80,14003947,EP000002896395A1,24-11-2014,Formulation for topical wound treatment," Kilic, Ahmet
",Individual,Germany," Kilic, Ahmet,Cicek, Hasan
",Germany, Wound dressing formulation ," Gel(washing or shower gel, as a moisturizing gel or as a moist wound covering) and solution formulations"," White Willow ,Meadowsweet plant,  Cinchona , Periwinkle,Opium Poppy",Skin and oromucosal wounds,Y,-,22.07.2015,"A61K 31/155 , A61K 31/205 ,A61K 47/34 , A61K 36/30 ,A61K 36/328 , A61P 17/02"
81,PCT/GB2013/000279,WO2014/001742,25-06-2013, Advanced glycation end product analogues ,"Phytoquest Limited
",Company,United Kingdom,"Nash , Robert James,Ystrad-Meurig
",United Kingdom,Composition of the raw materials used ,The desired dose is preferably presented as a single dose for daily administration.,"Hypericum performatum (St John’s wort), Andrographis paniculata, M. chamomilla (Chamomile),Conopodium majus (Pignut), Solanum tuberosum (potato), Stevia rebaudiana, Lycium chinense/Lycium barbarum,(Goji), Angelica archangelica and Cissus quadrangularis","AGE-mediated diseases such as diabetes, diabetic cataracts, atherosclerosis, diabetic nephropathy and neurodegenerative disease",Y,16.08.2017 ,03.01.2014,"C12P 13/04 , C12P 13/10 ,A61K 36/81 , A61K 36/87 ,A61K 36/19 , A61K 36/23 ,A61K 36/28 , A61K 36/38 ,A61K 36/66 , C07H 7/02 ,G01N 30/06 , G01N 30/72 ,G01N 33/68 , H01J 49/00 ,
A61P 3/10, A61P 9/10,A61P 17/06 , A61P 25/26 ,A61P 25/24, A61P 25/28 "
82,PCT/EP2013/062569,WO2013/189906,18-06-2013,Composition for use in the treatment of lymphedema ," Biologische Heilmittel Heel GmbH

",Company,Germany,"Burmeister , Yvonne, SEILHEIMER, Bernd
",Germany,Provides a therapeutic effect to treat the disease ," The pharmaceutical carrier employed may include a solid, a gel, or a liquid","Aranea diadematus, Calcium phosphoricum, Equisetum hiemale, Ferrum jodatum, Fumaria officinalis, Gentiana lutea, Geranium robertianum, Levothyroxinum, Myosotis arvensis, Nasturtium officinale, Natrium sulfuricum, Pinus silvestris, Sarsaparillae radix, Scrophularia nodosa, Teucrium scorodonia, and Veronica officinalis",Lymphedema,Y,01.11.2017,27.12.2013,"A61K 36/185 , A61K 36/50 ,A61K 36/80 , A61K 36/515 ,A61K 36/11 , A61K 36/31 ,A61K 36/15 , A61K 36/56 ,A61K 36/30 , A61K 36/52 ,A61K 36/90 , A61K 36/808 ,A61P 7/10 "
83,PCT/EP2013/062573,WO2013/189908,18-06-2013,Composition for use in treating wounds ,"Biologische Heilmittel Heel GmbH





",Company,Germany,"Burmeister , Yvonne, SEILHEIMER, Bernd
",Germany,Healing wounds and have therapeutic effect ,"Form of tablets, solution or drinking ampules, is envisaged or topical application in gel form or application via injection","Aranea diadematus, Calcium phosphoricum, Equisetum hiemale, Ferrum jodatum, Fumaria officinalis, Gentiana lutea, Geranium robertianum, Levothyroxinum, Myosotis arvensis, Nasturtium officinale, Natrium sulfuricum, Pinus silvestris, Sarsaparillae radix, Scrophularia nodosa, Teucrium scorodonia, and Veronica officinalis",Wounds ,Y,15.11.2017,27.12.2013,"A61K 36/185 , A61K 36/50,A61K 36/515 , A61K 36/11 ,A61K 36/30  A61K 36/15 ,A61K 36/90 , A61K 36/56 ,A61K 36/52 , A61P 17/02 ,A61K 36/02 "
84,PCT/US2012/070562,WO2013/096420,19-12-2012, Beverage comprising steviol  glycosides ," The Coca-Cola Company, PureCircle SDN BHD

",Company,"United States ,Malaysia"," Prakash, Indra,Alpharetta, Markosyan, Avetik, Chaturvedulla, Venkata Sai Prakash,alpharetta,  Campbell, Mary cworth,  San Miguel, Rafael ,  Purkayastha, Siddhartha
Lombard, Johnson, Marquita

","United States ,Malaysia","Low caloric sweetener, provide a pleasant taste",Beverages,Stevia rebaudiana Bertoni,-,Y,15.11.2017,27.06.2013,"A23L 27/30 , A23L 2/60 "
85,PCT/KR2012/010318,WO2013/081419,30-11-2012,Pharmaceutical composition for prevention or treatment of cognitive function disorders comprising spinosyn ," Ministry of Food and Drug Safety Dae Hwa Pharma. Co., Ltd

",Company,Korea," Ryu , Jong Hoon, LEE, Hyung Eun, KANG, Sam Sik, KIM, Ju Sun, LEE, So Young, KIM, Do Hoon, KIM, Dong Sup, KIM, Seung Hee
",Korea,"No side effects , good treatment effect ","Tablets, pills, powders, granules and capsules for oral administration"," Spinosyns Zizyphus jujuba Mill var. inermis, Zizyphus jujuba Mill var. hoonensis, Zizyphus jujuba Mill var. spinosa, Passiflora edulis flavicarpa, Cayaponia tayuya , Desmodium tortuosum, Wilbrandia ebracteata, S trophioblachia fimbricalyx, Clutia abyssinica and Saccharopolyspora",Cognitive function disorders such as dementia and amnesia.,Y,22.11.2017,06.06.2013,"A61K 31/7048 , A61K 31/70 ,A61P 25/28, A61K 36/725 ,A61K 36/48  A61K 36/47 ,A61K 36/42 , A61K 36/185 ,A23L 2/52 , A23L 33/10 ,A23L 33/135"
86,PCT/KR2012/010318,WO2013/081419,30-11-2012,Pharmaceutical composition for prevention or treatment of cognitive function disorders comprising spinosyn ," Korea Food & Drug Administration, University-Industry Cooperation Group of Kyung Hee University, SNU R&DB Foundation

",Research Organisation,Korea," Ryu , Jong Hoon, LEE, Hyung Eun, KANG, Sam Sik, KIM, Ju Sun, LEE, So Young, KIM, Do Hoon, KIM, Dong Sup, KIM, Seung Hee
",Korea,"Therapy to prevent and treat the disease, no side effects ","Tablets, pills, powders, granules and capsules for oral administration","Spinosyns Zizyphus jujuba Mill var. inermis, Zizyphus jujuba Mill var. hoonensis, Zizyphus jujuba Mill var. spinosa, Passiflora edulis flavicarpa, Cayaponia tayuya , Desmodium tortuosum, Wilbrandia ebracteata, S trophioblachia fimbricalyx, Clutia abyssinica and Saccharopolyspor",Cognitive function disorders such as dementia and amnesia.,Y,-,06.06.2013,"A61K 31/7048 , A61K 31/70 ,A61P 25/28 "
87,PCT/KR2012/004233,WO2012/165843,30-05-2012,Composition comprising herbal extracts or fermented products thereof having latic acid bacteria for preventing or treating Respiratory  diseases ,Korea Institute of Oriental Medicine,Research Organisation,Korea,"Ma,jin yeul,kim,dong seon,yang,min cheol,yoon,jong hyun,",Korea,Composition of the raw materials used ,"Solid formulations for oral administration include tablets, pills, powders, granules, capsules","Sophora flavascens, Radix glycyrrhizae, Flos Lonicerae, Angelicae Gigantis radix, Aralia continentalis, Inula helenium, Saposhnikoviae radix, Zizyphus spinosa, Houttuynia cordata, Forsythiae fructus, Arctium lappa, Herba epimedii, ginseng, Lithospermi radix, Sanguisorbae radix, Cnidii rhizoma, Scorphulariae radix, and Polygoni cuspidati radix.",Respiratory diseases,Y,-,06.12.2012,"A61K 36/489 , A61K 36/484 ,A61K 36/355 , A61P 11/00 "
88,PCT/US2012/037041,WO2012/154799,05-09-2012,Herbal composition for treating cancer ,Sheng yu-Hwa peter,Individual,United states," Sheng,Yu-Hwa Peter",United states,Composition of the raw materials used ,Oraly administered ,"Catharantus roseus and Sedum sarmentosum,Scutellaria barbata, Oldenandia diffusa, Rhizoma paridis, Scutellaria baicalensis, Ganoderma lucidum, Astragalus membranceus, Codonopsis pilosula, and Bulbus fritillariae",Cancer,N,31.08.2016,15.11.2012,"A61K 36/24 , A61K 36/539 ,A61K 36/074  ,A61K 36/481 ,A61K 36/344 , A61K 36/748, A61K 36/11 , A61K 36/17 ,A61K 36/41  ,A61P 35/00 "
89,PCT/KR2011/010294,WO2012/124888,29-12-2011,Composition comprising the extract of herbal combination for preventing or treating Diabetic peripheral neuropathy ,"Dong-A ST Co., Ltd.

",Company,Korea," Kim , Soon-Hoe, SON, Mi-Won, CHOI, Sang-Zin, KIM, Hye-Ju, RYU, Ja-Young, KIM, Sun-Yeou
",Korea,Health functional foods preventive and curative of diabetic peripheral neuropathy.,"Powder, a granule, a tablet, a capsule, a syrup and a beverage.", Dioscorea Rhizoma : Dioscorea nipponica,Diabetic peripheral neuropathy.,Y,20.04.2016,20.09.2012,"A61K 36/8945 , A61P 25/28 ,A61P 25/16"
90,PCT/MX2012/000026,WO2012/125013,03-09-2012,Herbal polypharmaceutical for preventing and treating atherosclerosis ,"Castaneda Miranda, José Arturo",Individual,Mexico,"Castañeda Miranda, José Arturo",Mexico,Preventing the complication of atherosclerosis,"Tablets, pills, capsules, pills, granules, beads","Hippocratea excelsa,Gentiana",Atherosclesoris,N,-,20.09.2012,"A61K 36/515 , A61K 36/37 ,A61P 9/10 "
91,PCT/IN2012/000155,WO2012/127498,03-05-2012,A novel Herbal composition for treatment of Kiney stone and other urinary tract disorders ,"Patankar, Suresh Balkrishna

",Individual,India," Patankar, Suresh Balkrishna
",India,Therapeutic effect,"Composition is administered through oral, nasal, topical (including buccal and sublingual), vaginal or parenteral (including subcutanous, intramuscular, intravenous, intradermal, intrathecal, intraocular and epidural) and rectal administration in form of herbal composition is in the form of capsules, cachets, tablets, powder, suspension, emulsion or paste and also in other pharmaceutically accepted forms.","Vrun bhavit, Kadalikshar, Apamargkshar, Yavkshar and optionally Gomutraksha",Kidney stone and other urinary tract disorders,N,19.04.2017,27.09.2012,"A61P 3/02 , A61K 36/185 ,A61K 36/88 , A61K 36/8998 ,A61K 36/21"
92,12173200,EP000002676669A1,22-06-2012,Composition for treating wound healing,"Biologische Heilmittel Heel GmbH


",Company,Germany,"Burmeister, Yvonne, Seilheimer, Bernd.",Germany,Synergistic effect ,"Preferably, oral application, e.g. in the form of tablets, solution or drinking ampules, is envisaged or topical application in gel form or application via injection.","Aranea diadematus, Calcium phosphoricum, Equisetum hiemale, Ferrum jodatum, Fumaria officinalis, Gentiana lutea, Geranium robertianum, Levothyroxinum, Myosotis arvensis, Nasturtium officinale, Natrium sulfuricum, Pinus silvestris, Sarsaparillae radix, Scrophularia nodosa, Teucrium scorodonia, and Veronica officinalis",Wound healing,Y,-,25.12.2013,"A61K 36/185 , A61K 36/50 ,A61K 36/515 , A61K 36/11 ,A61K 36/30 , A61K 36/15 ,A61K 36/90 , A61K 36/56 ,A61K 36/52 , A61P 17/02"
93,12173196,EP000002676668A1,22-06-2012,"Composition for treating lymphedema
"," Biologische Heilmittel Heel GmbH


",Company,Germany,"Burmeister, Yvonne, Seilheimer, Bernd.
",Germany,Therapeutic effect," The pharmaceutical carrier employed may include a solid, a gel, or a liquid","Aranea diadematus , Equisetum hiemale ,ex herba, Ferrum jodatum , Fumaria officinalis , Gentiana lutea , Geranium robertianum , Levothyroxinum , Myosotis arvensis, Nasturtium officinale , Natrium sulfuricum , Pinus silve, Sarsaparillae radix , Scrophularia nodosa , Teucrium scorodonia  and  Veronica officinalis ",Lymphedema,Y,-,25.12.2013,"A61K 36/185 , A61K 36/50 ,A61K 36/80 , A61K 36/515 ,A61K 36/11, A61K 36/31 ,A61K 36/15 , A61K 36/56 ,A61K 36/30 , A61K 36/52 ,A61K 36/90 , A61K 36/808,A61P 7/10 "
94,PCT/IN2012/000116,WO2012/123962,17-02-2012,Herbal composition for use in the treatment of Wounds ,"Patankar, Suresh Balkrishna

",Individual,India,"Patankar, Suresh Balkrishna",India,Synergistic and therapeutic effect,Gel-based formulations ,"Curcuma longa, Glycyrrhiza glabara, Hamiltonia suaveolens, Typha angustifolia and Azadirachta indica",Wounds ,N,03.05.2017,20.09.2012,"A61P 17/02 , A61K 36/185 ,A61K 36/484 , A61K 36/58 ,A61K 36/9066 , A61K 36/38"
95,PCT/KR2012/000650,WO2012/102581,30-01-2012,Composition for preventing or treating a Respiratory disease containing a Mixed Herbal extract of Cnidium Officinale root and Polygoni Cuspidati root ," Whanin Pharmaceutical Co., Ltd.


",Company,Korea,"Cho , Yong Baik,KANG, Moon Kyu, JUNG, In Ho, HUR, Jong Hyun, KIM, Soon Han, JUNG, Kyoung Chul, LEE, Je Young, KIM, Seul Ki, LEE, Jee Young, YU, Byung Chul, HYON, Min-Kyong
",Korea,Has anti-inflammatory effect,Raw materials are formulated into extract,Cnidium officinale  (Cnidii Rhizoma) and Polygoni cuspidati  (Polygoni cuspidati Radix),Respiratory diseases ,Y,-,02.08.2012,"A61K 36/234 , A61K 36/704 ,A61P 11/06 , A61P 11/00 "
96,"PCT/IL2011/050081
",WO2012/090205,28-12-2011,Plant extracts for the treatment and prevention of Infections ," Kamedis Ltd, Bio-FD & C. Co., Ltd.

",Company,"Israel, Korea "," Rozenblat , Sharon, JUNG, DaiHyun, MOH, SangHyun, KIM, SuJung, LEE, JungHun
","Israel, Korea ",Composition of the raw materials used ," Cream, a gel, a spray, a lotion, an ointment, an oil, a wash, a shampoo, a soap and a spray.","Ilanthus altissima plant extract, a Galla rhois gallnut plant extract, a Glycyrrhiza Glabra plant extract, a Rheum palmatum plant extract and a Scutellaria baicalensis ", Infections ,Y,26.07.2017,05.07.2012,"A61P 31/00  ,A61K 36/484,A61K 36/539 , A61K 36/708,A61K 36/739 , A61K 36/185,A61K 36/28 "
97,13172175.5,EP000002638807A1,16-10-2008,Beverage compositions,"Ganeden Biotech, Inc.

",Company,United states,"Farmer, Sean
",United states,"Non toxigenic in nature, no side effects.","Composition is formulated into  coffee, hot chocolate, hot cocoa, or a cold remedy.",Camellia sinensis,Gastrointestinal tract function,Y,-,18.09.2013,A23F 3/14 
98,13155531,EP000002594278B1,20-07-2007,"Film, patch or adhesive solid formulation comprising Sambucus nigra, Centella asiatica and
1-alkylpyridinium salt for the treatment of mucosal tissue."," Izun Pharmaceuticals Corporation


",Company,United states,"Levine, William, Zev, Saffer, Aron , Loewy, Zvi, 
","Israel,United States ",Effective in treating and various other conditions in mouth,"The dosage form is patch , film consisting raw materials ","Sambucus nigra, Centella asiatica",Mucosal tissue,Y,07.09.2016,22.05.2013,"A61K 36/23 ,A61K 36/28 ,A61K 36/35 , A61K 9/70 ,A61Q 11/00 , A61K 9/00 ,A61L 24/00 , A61L 15/44 ,A61K 8/49 , A61K 8/97 "
99,13155531,EP000002594278A1,20-07-2007,"Film, patch or adhesive solid formulation comprising Sambucus nigra, Centella asiatica and
1-alkylpyridinium salt for the treatment of mucosal tissue"," Izun Pharmaceuticals Corporation


",Company,United states," Levine, William, Zev, Saffer, Aron , Loewy, Zvi, 
","Israel,United States ",Effective in treating and various other conditions in mouth,"The dosage form is patch , film consisting raw materials ","Sambucus nigra, Centella asiatica",Mucosal tissue,Y,-,22.05.2013,"A61K 36/23 , A61K 36/28 ,A61K 36/35 , A61K 9/70 ,A61Q 11/00 , A61K 9/00 ,A61L 24/00 , A61L 15/44 ,A61K 8/49 , A61K 8/97 "
100,12006962,EP000002578222A1,10-08-2012,Plant extract composition," Lanwehr, Christoph Alexander Bernhard


",Individual,Germany," Lanwehr, Christoph Alexander Bernhard, Parlar, Harun
",Germany,"Obtaining spumate composition ,preparation of cosmetic composition",Lotions or in the form of more viscous emulsions (creams).,"Rosemary (Rosmarinus officinalis), Hypericum perforatum (St John's wort), chili peppers, Zingiber officinale (ginger),Humulus lupulus Citrus sinensis,carrots (Daucus carota subsp. Sativus),Zingiberaceae Curcuminoide such as curcuma, potato plants (Solanum tuberosum), Kava-Kava,coffee beans, sesame (Sesamum indicum), black pepper (Piper nigrum), Aloe vera, onions (allium cepa), bitter almonds ( Prunus dulcis).",Artifical tanning,Y,-,10.04.2013,A61K 36/53 
101,PCT/CN2010/000508,WO2011/123997,15-04-2010,Traditional chinese medicine composition for treating Gastric ucler and preparation method thereof ," Tongling Weixin Investment & Consulting Co., Ltd

 ",Company,China ," Zhang , Baoyu Anhui",China,Composition of the raw materials used ,Orally administered gum arabic suspension," Radix Scutellariae  Radix Lamiophlomidis Rotatae extract, Radix Achyranthis Bidentatae extract, Fructus Crataegi extract,  Fructus Lycii extract,  Fructus Punicae Granati extract,  Fructus Piperis extract,  Radix Ribis Manschurici extract,  Fructus Piperis Longi extract,  Cortex Magnoliae Officinalis",Gastric ulcer,Y,-,13.10.2011,"A61K 36/815 , A61K 36/734,A61K 36/67 , A61K 36/575 ,A61K 36/539 , A61K 36/53 ,A61K 36/21 , A61K 36/185 ,A61P 1/04 , A61K 125/00 ,A61K 129/00 , A61K 131/00 "
102,12178807.9,EP000002545931A1,14-03-2005,Herbal therapy for the treatment of food allergy," Herbs Spring, LLC



",Company,United States," Li, Xiu-Min Mamaroneck, Sampson, Hugh
",United States ,"Reduce severity , duration of food allergy","A pharmaceutically acceptable carrier, adjuvant, or vehicle.","Ling-Zhi, Wu Mei, Chuan Jiao, Huang Lian, Huang Bai, Gan Jiang, Gui Zhi, Ren Shen, and Dang Gui.",Food allergy,Y,-,16.01.2013,"A61K 36/185 , A61K 36/232,A61K 36/074 , A61K 36/736 ,A61K 36/258 , A61K 36/9068 ,A61K 36/54 , A61K 36/756 ,A61K 36/758 , A61K 36/718,A61P 37/08"
103,PCT/IL2011/000221,WO2011/111039,03-08-2011,Herbal composition for preventing and\or treating Anxiety and retaled condition ," Opmop Ltd, Kately, Nadav



",Company,Israel," Doron , Ravid, KATELY, Nadav",Israel,Effectively treating the disease,"Tablet, a capsule, a liquid, syrup, tincture, powder, and raw herbs decoction.","Hawthorn  (Shan Zha), light wheat grain (Fu xiao mai( and Lilly Bulb",Anxiety ,Y,16.11.2016,15.09.2011,"A61K 36/899 , A61K 36/734 ,A61K 36/8967 , A61P 25/22 "
104," 11195369.1
",EP000002532353A1,14-03-2005,Herbal therapy for the treatment of asthma," Herbs Spring, LLC



",Company,United States," Li, Xiu-Min, Sampson, Hugh A, Wen, Ming-Chun","United States, China",Composition of the raw materials used ,"Pharmaceutically acceptable carrier, adjuvant, or vehicle.","Ling-Zhi, Ku-Shen and Gan-Cao.",Asthma,Y,-,12.12.2012,"A61K 35/00, A61K 45/06,A61K 36/484,A61K 36/074,A61K 36/489"
105,11166772.1,EP000002524696A1,19-05-2011,Alcohol-free pharmaceutical composition comprising thyme and primula root liquid extracts,"A.Nattermann & Cie. GmbH



",Company,Germany,"Holzstein, Werner, Weissenfeld, Jörn, Hoffmann, Verena",Germany,Contains alcohol free composition,Liquid extraction,Thyme and primula,"Cough,bronchitis",Y,-,21.11.2012,"A61K 36/185, A61K 36/53"
106,11166389.4,EP000002524695A1,17-05-2011,Herbal solid formulation and process for preparing the same," Himalaya Global Holdings Limited


",Company,United Arab Emirates," Mitra, Shankar Kumar, Babu, Uddagiri Venkanna, Saxena, Ekta, Sharma, Anu Vrat
",India,Preparation and uses,"Granules, tablet or capsule.","Andrographis paniculata, Terminalia arjuna, Azadirachta indica, Trikatu (Zingiber officinalis, Piper longum, Piper nigrum), Tinospora cordifolia, Ocimum sanctum, Withania somnifera, Zingiber officinale, Commiphora mukul or Allium sativum",Dyspepsia,Y,-,21.11.2012,"A61K 36/185, A61K 36/58,A61K 36/19, A61K 36/67,A61K 36/8962, A61K 36/9068,A61K 36/59, A61K 36/53"
