,PCT filing number,Patent number,PCT filing date ,Title of invention (English),Owners,Individual/ResearchOrganization/Company,Country of Owner,Inventors,Country of Inventor,Invention aspect ,Type of mechanism or work involved,Plant used,Treatment,Commercial status,Grant date,PCT publication date, International Patent Classification 
56,PCT/US1998/027433, CA 2318345,1998-12-22 00:00:00,COMPOSITION WITH HIGH EFFICIENCY SKIN PROTECTION FROM DAMAGING EFFECTS OF ULTRAVIOLET LIGHT,SHAKLEE CORPORATION,Company,United States of America,"GREENE, JAMES A.;SIDDIQUI, MUKHTAR;ROBERTS, RICHARD L.",United States of America,For skin protection,Composition dependent,grape,-,Y,2011-06-07 00:00:00,1999-07-08 00:00:00,
57,PCT/US2000/022640,CA 2382337,2000-08-17 00:00:00,  COMPOSITION FOR TREATMENT OF INFECTIONS OF HUMANS AND ANIMALS ,"VAN BEEK NATURAL SCIENCE, LLC ",Company,United States of America,"NINKOV, DUSAN",United States of America,For treating infection,Composition dependent,Labiatae,-,Y,2011-02-01 00:00:00,2001-03-08 00:00:00,
58,PCT/CN2006/001574, CA 2614700,2006-07-05 00:00:00,"MEDICINAL COMPOSITION CONTAINING GINSENG SECONDARY GLYCOSIDES, ITS PREPARATION METHOD AND APPLICATION",SHANGHAI HONGYITANG BIOPHARMACEUTICAL TECHNOLOGY CO. LTD. ,Company,China,"SUN, CONGXIN;LUO, HESHENG;ZHAO, YONGLI",China,For manufature of medicaments,Composition dependent,Panax,CHD;angina pectoris;myocardial ischemia;hemorrhagic shock;heart failure;arrhythmia,Y,2011-07-19 00:00:00,2007-01-18 00:00:00,
59,PCT/US2002/017810, CA 2470464, 2002-06-06,USE OF HELIOPSIS LONGIPES EXTRACT IN ORAL COMPOSITIONS,V. MANE FILS S.A. ,Individual,France,"WOLFSON, PHILIP E",United States of America,Composition analysis,_,"Heliopsis 
longipes",Oral disorders and improving oral hygiene,N,2011-08-23 00:00:00,2003-06-26 00:00:00,
60,PCT/US2000/002474, CA 2398747,2003-07-24 00:00:00,HERBAL SUPPLEMENT CONTAINING GALANTHAMINE FOR TREATING SYMPTOMS OF ESTROGEN-DEFICIENCY,"GROSE, TRICIA ",Individual,USA," 
GROSE, TRICIA ",United States of America,Drug development,Dietary supplement,Leucojum aestivum ,estrogen deficiency,N,2011-07-19 00:00:00,2001-08-02 00:00:00,
61, PCT/KR2002/000010, CA 2447712,2002-01-04 00:00:00,HERBAL DRUG COMPOSITION FOR CARTILAGE PROTECTION,"SK CHEMICALS CO., LTD.",Company,Republic of Korea,"HAN, CHANG-KYUN 
KWAK, WIE-JONG 
JOUNG, KI WON 
YOO, HUN SEUNG KUM, DO SEUNG 
CHO, YONG-BAIK 
RYU, KEUN HO 
RHEE, HAE IN 
KIM, TAEK SU 
JUNG, IN HO 
LEE, SO YOON 
YI, JUNG BUM 
KIM, JOO HYON 
UM, KEY AN 
",Republic of Korea,Drug development,Dosage dependant,"Clematis Radix, Trichosanthis Radix,and Prunellae Spica  ","
alleviate pains and inhibit the acute/chronic inflammation, ",Y,"2011-02-22
",2002-11-28 00:00:00,
62, PCT/CN2002/000878, CA 2506762,2002-12-10 00:00:00,AN ORGANIC EXTRACT OF GEUM JAPONICUM THUMB VARIANT AND USE THEREOF,LEAD BILLION LIMITED,Company,China,"LI, MING SUNG, JAO YIU
LEUNG, PING CHUNG DONG, HUI
CHAN, KAI MING",China,Drug development,_,Geum Japonicum thunb var,treatment of skeletal muscle ,Y,2011-11-08 00:00:00,2004-06-24 00:00:00,
63,PCT/KR2006/002092,CA 2610211,2006-05-30 00:00:00,"PHARMACEUTICAL COMPOSITION COMPRISING AN EXTRACT OF PSEUDOLYSIMACHION LONGIFOLIUM AND THE CATALPOL DERIVATIVES ISOLATED THEREFROM HAVING ANTIINFLAMMATORY, ANTIALLERGIC AND ANTIASTHMATIC ACTIVITY",KOREA RESEARCH INSTITUTE OF BIOSCIENCE AND BIOTECHNOLOGY,Company,Republic of Korea,"QUAN, GUI HUA,LEE, HYEONG KYU,OH, SEI RYANG ,AHN, KYUNG SEOP,LEE, SANG KU,LEE, JOONG KU,KWON, OK KYOUNG ,KIM, DOO YOUNG,JOUNG, HYOUK,KIM, MI JIN ,PARK, BO YOUNG",Republic of Korea,prepration as heallth food and health beverages,_,Pseudolysimachion genus plant," anti-inflammatory, antiallergic and anti-asthmatic activity",N,2012-02-21 00:00:00,2006-12-07 00:00:00,
64,PCT/US2003/032072,CA 2499549,2003-10-10 00:00:00,"ISOLATION, PURIFICATION AND SYNTHESIS OF PROCYANIDIN B2 AND USES THEREOF",COGNITIVE CLARITY INC.,Company,United States of America,"CASTILLO, GERARDO M.;NGUYEN, BETH P;CHOI, PAULA Y. ;LARSEN, LESLEY;LORIMER, STEPHEN D. ;SNOW, ALAN D. ",United States of America,"synthesis, isolation, and purification of procyanidin B2",The synthetic methods utilize epicatechin as a starting material and produce procyanidin BZ in high yields. The isolation methods extract procyanidin B2 from a sample of bark powder from plant matter of the genus Uncaria,Uncaria,"amyloid disease, such as Alzheimer's disease and Parkinson's disease. ",Y,2012-01-24 00:00:00,2004-04-22 00:00:00,
65,PCT/KR2004/001050,CA 2552989,2004-05-06 00:00:00,NATURAL TEA HAVING EFFECTS OF HANGOVER RELIEF AND LIVER FUNCTION RECOVERY AND METHOD FOR PREPARING THE SAME,"NAM, JONG-HYUN",Individual,Republic of Korea,"NAM, JONG-HYUN",Republic of Korea,Powder or liquid natural tea,_,Robinia pseudo-acacia, relieving hangovers and revitalizing liver functions,N,2012-03-06 00:00:00,2005-08-11 00:00:00,
66,PCT/US2008/051803,CA 2677215,2008-01-23 00:00:00,ANTIPERSPIRANT/DEODORANT COMPOSITION COMPRISING PARTIALLY HYDROGENATED SOYBEAN OIL AS A STRUCTURING AGENT,COLGATE-PALMOLIVE COMPANY,Company,United States of America,"POPOFF, CHRISTINE M. ;HENAO, DIANA",United States of America,Usage as deodrant ,_,partially hydrogenated soyabean oil,removes bad body odour,N,2012-10-16 00:00:00,2008-08-14 00:00:00,
67,CA 2613041,CA 2613041,2006-09-22 00:00:00,AGENT FOR IMPROVING INSULIN RESISTANCE,"MORINAGA MILK INDUSTRY CO., LTD. ",Company,Japan,"TANAKA, MIYUKI ;MISAWA, ERIKO",Japan,invention provides an agent or a food or drink,solvent extraction,"3-O-.beta.-D-glucopyranosyl-4-methylergost-7-en-3-ol,of a plant of the family Liliaceae",To inhibit production of adipocytokines  to prevent onset of pathosis caused by the insulin resistance,N,2012-03-06 00:00:00,2007-04-19 00:00:00,
68,PCT/EP2003/006720,CA 2489090,2003-06-26 00:00:00,NUTRITIONAL COMPOSITION FOR DETOXIFICATION AND CANCER PREVENTION,NESTEC S.A. ,Company,Switzerland,"MALNOE, ARMAND; OFFORD CAVIN, ELIZABETH;
CAVIN, CHRISTOPHE ",Switzerland,A nutritional composition capable of reducing a risk of cancer,Formulation of nutritional composition,Chicory,Cancer,Y,2013-09-24 00:00:00,2004-01-08 00:00:00,
69,PCT/IN2008/000413,CA 2692459,2008-06-26 00:00:00,"A BIOFUEL COMPOSITION, PROCESS OF PREPARATION AND A METHOD OF FUELING THEREOF",BIGTEC PRIVATE LIMITED,Company,India,"NAIR, CHANDRASEKHAR BHASKARAN;
SUBBARAO, PILLARISETTI VENKATA;
PULLELA, PHANIKUMAR;
KINI, GOPALKRISHNA MANGALORE; ",India,Method for formulation and production of biofuel from distilled technical cashewnet shell liquid (CNSL-DL),Composition of biofuel,Anacardium occidentale,-,Y,2013-01-22 00:00:00,2009-01-08 00:00:00,
70,PCT/GB2004/002775,CA 2530645,2004-06-28 00:00:00,                                                                                                                                                DOSAGE FORM ,UNIVERSITY OF HULL,Research Organisation,United Kingdom,"ATKIN, STEPHEN LAWRENCE;
BECKETT, STEPHEN THOMAS;
MACKENZIE, GRAHAME;",United Kingdom,The method of manufacture of such a dosage form and methods of treatment using the dosage form ,Approportionment of pharmaceutical or dietetic dosage,-,-,Y,2013-05-07 00:00:00,2005-01-06 00:00:00,
71,PCT/EP2004/009617,CA 2537477,2004-08-28 00:00:00,CAPSULES CONTAINING ACTIVE SUBSTANCE PELLETS WITH DIFFERENT RELEASE PROFILES,PHARMATON S.A.,Company,Switzerland,"ANSCHUETZ, SERGEJ;
SCHNEIDER, ROLAND;",Germany,Capsule containing activesubstance pellets with different release profiles in the gastro-intestinal tract,Dosage Form,-,-,Y,2013-05-14 00:00:00,2005-03-17 00:00:00,
72,PCT/GB2003/003566,CA 2455129,2003-08-14 00:00:00,IMPROVEMENTS IN THE EXTRACTION OF PHARMACEUTICALLY ACTIVE COMPONENTS FROM PLANT MATERIALS,GW PHARMA LIMITED,Company,United Kingdom,"WHITTLE, BRIAN ANTHONY;
HILL, COLIN A.;
FLOCKHART, IAN R.;
DOWNS, DAVID VICTOR;
GIBSON, PETER;
WHEATLEY, GARY WILLIAM ;",United Kingdom,"A method of extracting cannabinoids from  plant
material",Extraction and preparation of pharmaceutically active drugs from plant materials,Cannabis,-,Y,2013-10-22 00:00:00,2004-02-14 00:00:00,
73,PCT/BR2004/000141,CA 2534869,2004-08-04 00:00:00,A PHARMACEUTICAL COMPOSITION COMPRISING AN EXTRACT FROM TRICHILIA SP. AND ITS USE FOR TREATING AND PREVENTING VENTRICULAR FIBRILLATION,LABORATORIO CATARINENSE S/A. ,Company,Brazil,"SILVA FILHO, NEY OSVALDO;
RAES, LUC EDMOND LEON ANDRE;
DE CARVALHO, CARLOS EDUARDO;
VELASCO, IRINEU TADEU;
PONTIERI, VERA;
SCALABRINI NETO, AUGUSTO;
FERNANDES, CELIA IVETE; ",Brazil,"The present invention relates to the use of a plant material in the treatment, reversion, combat 
and/or prevention of ventricular fibrillation.",Plant extracts,"\Trichilia catigua A. alone or in association with Paullinia cupana (Sapindaceae), Croton moritibensis (Euphorbiaceae) 
and Zingiber officinale (Zingiberaceae)",ventricular fibrillation,Y,2013-10-15 00:00:00,2005-02-17 00:00:00,
74,PCT/US2005/024777,CA 2573765,"2005-07-13
","USE OF PHOSPHATED ALCANOLS AS DISPERSANTS, EMULSIFIERS, HYDROTROPES, WETTING AGENTS AND COMPATIBILITY AGENTS IN AGRICULTURAL COMPOSITIONS",AKZO NOBEL N.V.,Company,Netherlands,"ALEXANDER, MARK",United States of America,"The invention relates to agricultural formulations and to methods of treating a plant 
with the agricultural formulations of the invention.",Agricultural formulation comprising of agricultural adjuvant,-,-,Y,2013-04-23 00:00:00,2006-02-23 00:00:00,
75,PCT/EP1999/005182,CA 2338002,1999-07-21 00:00:00,"PLANTS SYNTHESIZING A MODIFIED STARCH, PROCESS FOR THE GENERATION OF THE PLANTS, THEIR USE, AND THE MODIFIED STARCH",BAYER CROPSCIENCE AG,Company,Germany,"LANDSCHUTZE, VOLKER ",Germany,Methods for generating transgenic plant ,Nucleotide sequencing,-,-,Y,2013-02-19 00:00:00,2000-02-17 00:00:00,
76,PCT/JP2008/060705,CA 2687172,2008-06-11 00:00:00,ANTI-NOROVIRUS AGENT AND COMPOSITION CONTAINING THE SAME,"HIROSHIMA UNIVERSITY; ALTAN CO., LTD.;",Research Organisation,Japan,"SHIMAMOTO, TADASHI;
TSUJI, TORU;
NAKAI, YOSHIAKI;",Japan,"The present invention aims to provide an 
anti-norovirus agent that has high norovirus-inactivating 
activity and is safe for the human body",Plant Extraction,Genus Diospyros,Food poisoning and acute gastroenteritis,Y,2013-09-03 00:00:00,2008-12-18 00:00:00,
77,PCT/NL2000/000253,CA 2330231,2000-04-19 00:00:00,COMPOSITION AND METHOD FOR MODULATING DENDRITIC CELL-T CELL INTERACTION,KATHOLIEKE UNIVERSITEIT NIJMEGEN,Research Organisation,Netherlands,"FIGDOR, CARL GUSTAV;
GEIJTENBEEK, TEUNIS BERNARD HERMAN;
VAN KOOYK, YVETTE;
TORENSMA, RUURD;",Netherlands,"The preparation of a composition 
for modulating, in particular reducing, the immune response in an animal, in 
particular a human or another mammal",Inhibition of in vivo response,-,Autoimmune diseases ; Immune system related disorders,Y,2013-07-16 00:00:00,2000-10-26 00:00:00,
78,PCT/FI2002/000315,CA 2442118,2002-04-12 00:00:00,IMPROVED EDIBLE COMPOSITIONS FOR LOWERING CHOLESTEROL,RAISIO BENECOL OY,Company,Finland,"WESTER, INGMAR;
PALMU, TAPIO;
HOPIA, ANU;
ALHO-LEHTO, PIRJO;
VIRTANEN, PAULA;
POURU, ANNIINA;",Finland,"Improved compositions for reducing serum 
total and/or LDL cholesterol levels",-,-,-,Y,2013-08-06 00:00:00,2002-10-24 00:00:00,
79,,CA 2665983,2009-05-13 00:00:00,ENHANCED ANTIMICROBIAL ACTIVITY OF PLANT ESSENTIAL OILS,"VAN BEEK, RONALD R.",Individual,United States of America,"VAN BEEK, RONALD R.",United States of America,Antimicrobial compositions based on a combination of plant essential oils of enhanced antimicrobial effectiveness,mixture of plant essential oils,Labiatae or Verbenaceae Family,-,N,2013-07-16 00:00:00,2009-11-14 00:00:00,
80,PCT/EP2005/002693,CA 2559682,2005-03-14 00:00:00,DELIVERY OF FUNCTIONAL INGREDIENTS,NESTEC S.A. ,Company,Switzerland,"WANG, JUNKUAN;
BERTHOLET, RAYMOND;
WATZKE, HERIBERT JOHANN;
DUCRET, PIERRE; BUCHELI, PETER;",Switzerland ; China,"Primary composition comprising all 
essential nutrients of a fruit or a plant material, which has an increased 
stability, bio-availability and miscibility",Oral composition,Lycium barbarum,-,Y,2013-10-08 00:00:00,2005-10-06 00:00:00,
81,PCT/JP2006/310124,CA 2609959,2006-05-22 00:00:00,FERMENTED FOOD CONTAINING BIFIDOBACTERIUM BACTERIA AND METHOD FOR PRODUCING THE SAME,KABUSHIKI KAISHA YAKULT HONSHA,Company,Japan,"HOSHI, RYOTARO;
OGASAWARA, NOBUHIRO;
YOSHIKAWA, MASAKI;
KUDO, TATSUYUKI;
AKAHOSHI, RYOICHI;
MIZUSAWA, SUSUMU;
KIMIZUKA, HARUYUKI;
SUZUKI, TAKAO;",Japan,Provided is a fermented food containing an extract of  plant material,Fermentation,"Turmeric, Houttuynia cordata Thunb., Eucommia ulmoides Oliv., 
rice bran, persimmon leaves, perilla, clove, cinnamon and Rubus 
suavissimus S. Lee (Rosaceae)",-,Y,2013-10-29 00:00:00,2006-12-07 00:00:00,
82,PCT/EP2006/004472,CA 2607496,2006-05-12 00:00:00,PRODUCTION OF GLUCOSAMINE FROM PLANT SPECIES,NESTEC S.A.,Company,Switzerland,"COURTOIS, DIDIER;
MICHAUX, STEPHANE;
GOULOIS, ERIC;",France,"Process for generating glucosamine from 
plants",-,Cichorium intybus; Daucus carota; Helianthus tuberosum; Beta vulgaris,-,Y,2013-12-10 00:00:00,2006-11-16 00:00:00,
83,"PCT/US2005/009228
",CA 2560241,2005-03-21 00:00:00,"CARBOHYDRATE-DERIVATIZED LIPOSOMES FOR TARGETING CELLULAR CARBOHYDRATE RECOGNITION DOMAINS OF CTL/CTLD LECTINS, AND INTRACELLULAR DELIVERY OF THERAPEUTICALLY ACTIVE COMPOUNDS",RODOS BIOTARGET GMBH,Company,Germany,"GIESELER, ROBERT K.;
MARQUITAN, GUIDO;
SCOLARO, MICHAEL J.;
SCHWARZ, ANDREAS;",United States of America; Germany,"Methods for preferentially delivering an active agent intracellularly to a 
reservoir cell that is infected with or susceptible to infection with an 
infectious agent, such as HIV",-,-,Chronic infectious diseases such as HIV/AIDS etc.,Y,2013-01-22 00:00:00,2005-10-06 00:00:00,
84,PCT/US2005/011898,CA 2562081,2005-04-06 00:00:00,"METHOD FOR ENCAPSULATION OF ORALLY INGESTED MATERIALS TO ALTER THE SITE OF DIGESTION, SITE OF ACTION, OR STABILITY",KANSAS STATE UNIVERSITY RESEARCH FOUNDATION,Research Organisation,United States of America,"DROUILLARD, JAMES S.;
HERALD, THOMAS J.;
GREENQUIST, MATTHEW;",United States of America,"Comestible materials encapsulated by a film-forming composition including a 
plant protein source",-,-,-,Y,2013-01-08 00:00:00,2005-10-27 00:00:00,
85,PCT/JP2004/013812,CA 2537890,2004-09-22 00:00:00,"FERMENTATION AND CULTURE METHOD USING PANTOEA AGGLOMERANS, AND FERMENTEDWHEAT EXTRACT AND COMPOSITION CONTAINING THE FERMENTED WHEAT EXTRACT",BIOMEDICAL RESEARCH GROUP INC.;,Company,Japan,"SOMA, GEN-ICHIRO;
KOHCHI, CHIE;
INAGAWA, HIROYUKI;
NISHIZAWA, TAKASHI;
TAKAHASHI, YUKINORI;",Japan,"A fermented plant extract containing an immunopotentiator at a high 
concentration",Fermentation and culture method,Wheat and Apple,-,Y,2013-12-10 00:00:00,2005-04-07 00:00:00,
86,PCT/IB2002/001157,CA 2480284,2002-03-26 00:00:00,BIOACTIVE HEXANE FRACTION FROM VETIVERIA ZIZANIOIDES,COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH,Research Organisation,India,"KHANUJA, SUMAN PREET SINGH;
SRIVASTAVA, SUCHI;
KUMAR, TIRUPPADIRIPULIYUR RANGANATHAN SANTHA;
GUPTA, MADAN MOHAN;
TRIPATHY, ARVIND KUMAR;
SINGH, MONIKA;
BAHL, JANAK RAJ;
LAL, RAJ KISHORI;
DAROKAR, MAHENDRA PANDURANG;
SHASANY, AJIT KUMAR;
KUMAR, SUSHIL;",India,"The present invention relates a hexane bioactive fraction and obtained from 
the roots of an aromatic plant named Vetiveria zizanioides for inhibiting the growth of drug resistant bacterial infections in 
humans and animals",Pharmaceutical composition,Vetivera zizaniodes,Urinary tract infection; Upper respiratory tract infections; Tuberculosis,Y,2013-07-30 00:00:00,2003-10-02 00:00:00,
87,PCT/IB2002/000181,CA 2433454,2002-01-17 00:00:00,METHOD FOR OBTAINING AN ISOLATED EXTRACT OF THE PLANT CYCLAMEN EUROPAEUM L. AND ITS USE AS A THERAPEUTIC AGENT,"HARTINGTON BUSINESS, S.L. ",Company,Spain,"MTCHEDLIDZE, VAKHTANG",Spain,"Relates to a procedure for obtaining an isolated extract of the plant Cyclamen 
europaeum L. and to its use as a
therapeutic agent",Aqueous extraction and by alcoholic extraction,Cyclamen europaeum L.,Sinusitis,Y,2013-04-02 00:00:00,2002-08-01 00:00:00,
88,PCT/US2005/047192,CA 2592389,2005-12-29 00:00:00,METHODS FOR INHIBITING A DECLINE IN LEARNING AND/OR MEMORY IN ANIMALS,"HILL'S PET NUTRITION, INC.",Company,United States of America,"ZICKER, STEVEN CURTIS;
WEDEKIND, KAREN JOY;",United States of America,"A method for inhibiting a decline in learning and/or memory in an animal 
comprising maintaining the animal on an antioxidant-fortified diet ",Diet monitoring,-,-,Y,2013-05-14 00:00:00,2006-07-06 00:00:00,
89,PCT/US2010/047164,CA 2772626,2010-08-30 00:00:00,SKIN CARE FORMULATIONS,MARY KAY INC. ,Company,United States of America,"BURKE-COLVIN, DAWN;
HINES, MICHELLE;
GAN, DAVID;",United States of America,Disclosed are compositions and methods for treating skin comprising a chemically compatible combination of skin active ingredients ,topical skin care composition,"Punica granatum , Castanea sativa, Gossypium 
hirsutum, and Euterpe oleracea",-,Y,2013-12-10 00:00:00,2011-03-03 00:00:00,
90,,CA 2675940,2009-08-10 00:00:00,BASIC SOP PROCESS FOR RECOVERY OF OLIGOSACCHARIDES AND POLYSACCHARIDES FROM PLANTS,"SAVIDGE, RODNEY A.",Individual,Canada,"SAVIDGE, RODNEY A.",Canada,Solid Oligosaccharides and Polysaccharides (SOP) are obtained from tissues of plants through the basic SOP process,SOP process," Acacia koa, Acer saccharum, 
Acer 
saccharinum, Araucaria heterophylla, Betula lutea, Betula populifolia, Carya 
pallida, Corylus 
avellana, Dalbergia latifolia, Diospyros melanoxylon, Eucalyptus 
camaldulensis, Eucalyptus 
deanii, Eucalyptus globulus, Fraxinus americana, Guaiacum officinale, Juglans 
cinerea, Juglans 
nigra, Khaya ivorensis, Liquidambar styraciflua, Ochroma pyramidales, 
Paulownia tomentosa, 
Platanus occidentalis, Podocarpus guatmalensis, Prunus serotina, Pterocarpus 
indicus, Quercus alba, Quercus robur, Quercus rubra, Salix fragilis, Swietenia macrophylla, 
Tectona grandis, 
Terminalia superba, Terminalia tomentosa, Turraerhus africana, Ulmus 
americana;",-,N,2013-07-23 00:00:00,2011-02-10 00:00:00,
91,PCT/CA2007/002066,CA 2667633,2007-11-16 00:00:00,CIGARETTE FILTER WITH FLAVORED PARTICLES,IMPERIAL TOBACCO CANADA LIMITED,Company,Canada,"LAROCHELLE, JACINTHE;
COTE, FRANCE;",Canada,A smoke-enhancing filter rod,-,"mint, vanilla, 
peppermint, anise, basil, bay leaves, cardamom, cinnamon, coriander, cumin, 
ginger, nutmeg, oregano, paprika, rosemary, saffron, sage, thyme, lavender, 
licorice, tea, jasmine, eucalyptus, clove, wintergreen, beefsteak plant, 
curcuma, turmeric, sandalwood, cilantro, rose, bergamot and orange blossom; Mentha Arventis, Mentha c.v., Mentha niliaca, Mentha piperita, Mentha 
piperita citrata c.v., Mentha piperita c.v, Mentha spicata crispa, Mentha cardifolia, Mentha longifolia, Mentha suaveolens variegata, Mentha pulegium, 
Mentha spicata c.v. and Mentha suaveolens",-,Y,2013-01-08 00:00:00,2008-06-05 00:00:00,
92,PCT/JP2007/073795,CA 2672275,2007-12-10 00:00:00,PLANT GROWTH REGULATOR COMPRISING GLUTATHIONE AND USE THEREOF TO INCREASE HARVEST INDEX,JAPAN SCIENCE AND TECHNOLOGY AGENCY,Research Organisation,Japan,"OGAWA, KENICHI;
HENMI, KENJI ;",Japan, a plant growth regulator comprising glutathione,-,-,-,Y,2013-01-22 00:00:00,2008-06-19 00:00:00,
93,PCT/US2004/043743,CA 2552228,2004-12-23 00:00:00,"ZEAXANTHIN FORMULATIONS WITH ADDITIONAL OCULAR-ACTIVE NUTRIENTS, FOR PROTECTING EYE HEALTH AND TREATING EYE DISORDERS",ZEAVISION LLC,Company,United States of America,"GIERHART, DENNIS L.",United States of America,"Oral formulations for promoting eye health, and in particular for preventing 
or treating macular degeneration",Oral formulation,-,Macular degradation ,Y,2013-08-06 00:00:00,2005-07-14 00:00:00,
94,PCT/US2004/037993,CA 2545752,2004-11-05 00:00:00,TREATMENT AND PREVENTION OF LIVER DISEASE ASSOCIATED WITH PARENTERAL NUTRITION (PN),CHILDREN'S MEDICAL CENTER CORPORATION,Research Organisation,United States of America,"PUDER, MARK;
GURA, KATHLEEN M. ;",United States of America,"The present invention is based on the discovery that parenteral nutrition (PN) 
induced liver disease, e.g. fatty liver disease, can be prevented and even 
reversed",-,-,"parenteral nutrition (PN) 
induced liver disease, e.g. fatty liver disease",Y,2013-03-26 00:00:00,2005-05-26 00:00:00,
95,PCT/EP2004/009349,CA 2536240,2004-08-20 00:00:00,NATURAL LYCOPENE CONCENTRATE AND PROCESS OF PRODUCTION,NESTEC S.A. ,Company,Switzerland,"BORTLIK, KARLHEINZ;
DURUZ, ELIANE;
KOLODZIEJCZYK, ERIC;
FERNANDEZ-GRAF, MARIE-ROSE;",Switzerland,Natural lycopene concentrate obtained from a plant,"alkalinization, solid-liquid separation,
acidification and a second solid-liquid separation"," tomato, 
melon, watermelon, guava, grapefruit, apricot and/or 
rosehip",-,Y,2013-02-05 00:00:00,2005-03-10 00:00:00,
96,PCT/US2003/028295,CA 2498108,2003-09-11 00:00:00,A COMPOSITION FOR TREATING AIDS AND ASSOCIATED CONDITIONS,"WILLFRED-RAMIX, INC ",Company,United States of America,"ASIEDU, WILLIAM;
ASIEDU, FREDERICK;
ENNIN, MANNY;
DOUDU, MICHAEL NSIAH;
BOATENG, CHARLES ANTWI;
APPIAH-KUBI, KWASI;
WARE, SETH OPOKU;
BOATENG, DEBRAH;
AMPIM, KOFI;
OWUSU, WILLIAM;
ADJEI, AKWETE LEX;",Ghana; United States of America,Compositions for treating AIDS and associated conditions related to AIDS,Plant extracts,"(1) Apocynaceae (Pleioscarpa bicarpellata); 
(2) Annonaceae 
(Cleistopholis patens); (3) Dichapetalaceae (Dichapetalum madagascariense); 
(4) Annoceae 
(Uvariastrum pierreanum); (5) Cynocynaceae (Strophantus gratus); (6) 
Asclepiadaceae 
(Gongronema latifolium); (7) Combretaceae (Combretum racemosum); (8) 
Apocynaceae 
(Alstonia boonei); (9) Amaranthageae (Alternanthera pungens); (10) Aroceae 
(Anchomanes 
differmis); (11) Cyperaceae (Seleria voivinil); (12) Anacardiaceae (Lannea 
acida); (13) 
Bignoniaceae (Kigelia africana); (14) Bombacaceae (Ceiba pentanota); (15) 
Anacardiaceae 
(Antro micraster); (16) Bombacaceae (Bombax bounopozense); (17) Anacardiaceae 
(Spondias 
mombin); (18) Caricaceae (Carica papaya);",AIDS,Y,2013-12-10 00:00:00,2004-03-25 00:00:00,
97,,CA 2453984,2003-12-23 00:00:00,"RESISTANCE TO POWDERY MILDEW INFECTION AND ABSENCE OF NECROSIS IN CUCUMBER, CUCUMIS SATIVUS",NUNHEMS B.V.,Company,Netherlands,"HEUVELMANS, PAUL",Netherlands,novel cucumber plants that have a unique combination of resistance to 'powdery mildew,Plant breeding,Cucumis sativus,Powdery mildew,Y,2013-10-01 00:00:00,2004-06-24 00:00:00,
98,PCT/US2005/018884,CA 2567801,2005-05-27 00:00:00,DIARYLALKANES AS POTENT INHIBITORS OF BINUCLEAR ENZYMES,"UNIGEN, INC. ",Company,United States of America,"JIA, QI;
ZHAO, JI-FU ;",United States of America,"A strategy that combines an enzyme inhibition 
assay with a chemical dereplication process to identify active plant extracts ",Chemical dereplication process,Uvae ursi; Carthamus tinctorius,"microbial infection, fungal infection, 
malaria infection, 
viral infection, reduced nitric oxide production, abnormal male sexual 
arousal, abnormal 
female sexual arousal, inflammatory conditions, oxidative stress, abnormal 
drug metabolism, 
cancers and solid tumors",Y,2013-12-03 00:00:00,2005-12-15 00:00:00,
99,PCT/JP2005/005765,CA 2562170,2005-03-28 00:00:00,"5-AMINOLEVULINIC ACID SALT, PROCESS FOR PRODUCING THE SAME AND USE THEREOF","COSMO ALA CO., LTD.",Company,Japan,"TACHIYA, NAOHISA;
NISHIKAWA, SEIJI;
HIGO, MAI; TANAKA, TOHRU;
ISHIZUKA, MASAHIRO;
OKADA, HIDEKI;",Japan,"5-AMINOLEVULINIC ACID SALT, PROCESS FOR PRODUCING THE SAME AND USE THEREOF",-,-,"photodynamic treatment or photodynamic 
diagnosis",Y,2013-04-23 00:00:00,2005-10-27 00:00:00,
100,PCT/US2006/008284,CA 2600276,2006-03-08 00:00:00,POLYPHENOL COXIB COMBINATIONS AND METHODS,"MITSUI NORIN CO., LTD ",Company,Japan,"HARA, YUKIHIKO ",Japan,"Contemplated compositions and methods utilize a combination of a polyphenol 
and a non-polyphenol cyclooxygenase-2 inhibitor",Dosage form,Camellia sinensis,Neoplastic disease,Y,2013-01-08 00:00:00,2006-09-14 00:00:00,
101,PCT/US2002/025805,CA 2456979,2002-08-09 00:00:00,YIELD-RELATED POLYNUCLEOTIDES AND POLYPEPTIDES IN PLANTS,"MENDEL BIOTECHNOLOGY, INC.",Company,United States of America,"RATCLIFFE, OLIVER; RIECHMANN, JOSE LUIS; ADAM, LUC J.; DUBELL, ARNOLD N.; HEARD, JACQUELINE E.; PILGRIM, MARSHA L.; JIANG, CAI-ZHONG; REUBER, T. LYNNE; CREELMAN, ROBERT A.; PINEDA, OMAIRA; YU, GUO-LIANG; BROUN, PIERRE E.",United States of America,Methods of using plant polypeptides and polynucleotides for production of transgenic plants with advantageous properties.   ,rDNA technology,-,-,Y,2014-06-17 00:00:00,2003-02-20 00:00:00,
