,PCT filing number,Patent number,PCT filing date ,Title of invention (English),Owners,Individual/ResearchOrganization/Company,Country of Owner,Inventors,Country of Inventor,Invention aspect ,Type of mechanism or work involved,Plant used,Treatment,Commercial status,Grant date,PCT publication date, International Patent Classification 
43,2010-116513,2011-021001,20-05-2010,Use of high polyphenol plant extract as antioxidant combined with moisturizer or humectant ,Lvmh  recherche ,Individual,-,"Dumas marc,nevew michele,beaufrere-seron beatrice,cauchard jean-hubert ,krzych valerie",-, Antioxidant effect was markedly increased hydration effects,Extraction of raw material into moisturizer,"Oplopanax japonicus genus,Ponkan,Usnea , cocoa and fennel",Imflammation,Y,-,03.02.2011,"A61K   8/49,A61K   8/97 ,A61Q  19/00,A61Q  19/08,A61K   8/34     
"
44,2009-172406,2011-024464,23-07-2009,Oil and fat composition of plant sterol ester ,Tama seikagaku KK,Individual,-,"Katahira ryota,hatake shuichi,makino takao ",-,Composition of the raw material, Bread or cakes. ,Soybeans,cholesterol-lowering ,Y,-,10.02.2011,"A21D   2/14,A21D  13/00 ,A21D  13/08     
"
45,2009-177130,2011-030446,29-07-2009,"Sheet-shaped body made from plant waste,and method for producing the same ",Fukushi rumiko,Individual,-,Fukushi rumiko ,-,Effectively utilizing vegetable food-processing waste,Sheet shaped body,"Oranges, carrots, tomatoes,vegetables ,fruit, apples, pears, peaches, grapes, oranges, bitter summer orange and other citrus, pear, persimmon, chestnut, cherry, plum, banana, pineapple, blueberry, black currant, kiwi fruit and other fruit in general, but also in vegetables, fruity vegetables such as strawberries, watermelons, melons, fruits and vegetables such as tomatoes, squash, green soybeans, sweet corn, leaf stalk vegetables such as spinach, garlic, onion, Dioscorea, other than carrots beat burdock, Chinese yam, Chinese yam",-,N,-,17.02.2011,"A23L   1/212,A23K   1/00 ,A23K   1/14   ,A23L   1/00"
46,2009-177131,2011-030447,29-07-2009,"Sheet-shaped body made from plant waste,and method for producing the same ",Fukushi rumiko,Individual,-,Fukushi rumiko ,-,Effectively utilizing vegetable food-processing waste,Sheet shaped body,"Oranges, carrots, tomatoes,vegetables ,fruit, apples, pears, peaches, grapes, oranges, bitter summer orange and other citrus, pear, persimmon, chestnut, cherry, plum, banana, pineapple, blueberry, black currant, kiwi fruit and other fruit in general, but also in vegetables, fruity vegetables such as strawberries, watermelons, melons, fruits and vegetables such as tomatoes, squash, green soybeans, sweet corn, leaf stalk vegetables such as spinach, garlic, onion, Dioscorea, other than carrots beat burdock, Chinese yam, Chinese yam",-,N,-,17.02.2011,"A23L   1/212 ,A23L   1/00"
47,2010-177865,2011-037851,08-06-2010,"Skin lightening composition,plant derived skin lightening composition,and composition possessing skin lightening effect ",Ind Technol  Res Inst,Company,-,"Lee lain-TZE ,Tsai hui-ping,Tsai Ling -meei,Jian Li-syuan Tu chia-mu ",-,Cosmetically or medicinally permitted excipient.,Extraction of raw material into cream ,"Hasushin (a bud of a Nelumbo nucifera Gaertn), groundnut (Arachis hypogaea),  (Artemisia caruifolia), Kashiwa (Quercus dentate), rose family (Rosaceae), acanthaceae (Acanthaceae)",Skin lightening ,Y,-,24.02.2011,"A61K   8/42,A61Q  19/02,A61K   8/97 "
48,2009-216187,2011-046679,28-08-2009,Method for improving health in mind and body  by utilizing effectively biocommunication power of plant ,Goto kyoko,Individual,-,Goto kyoko ,-,Easy improvement of the health in the mind and body,"Utilizing a living plant of cut flowers, or leaves and branches",-,Dattari depression,Y,-,10.03.2011,"A61K  36/00,A61P  25/00,A61P  25/22 ,A61P   3/00"
49,2009-215641,2011-062135,17-09-2009,"Microcapsule enclosing component of plant of labiatae for oyster,and method for decreasing norovirus in oyster ",Okayama prefecture chemitec KK ,Individual,-,"Yamanoi hideo,iwasaki takashi ",-,Composition of the raw material,Microcapsule,Labiate,Norovirus in oyester,Y,-,31.03.2011,A01K  61/00    
50,2010-201742,2011-079817,09-09-2010,"Composition for preventing and/or treating viral infectious disease,comprising plant extract,agent fr preventing and/or treating viral infectious disease,having them as active ingredients,and inhibitor for adsorption onto viral cell ",Shinshu Univ KEN PHARMACEUTICAL CO LTD,Company,-,"Aoyama tomonori ,kuwabara hiromoto,hayashi taeko ,kuwabara hiromoto,hayashi taeko ",-,Produce little side effect.,Hot water extract,"Geranium thunbergii, Magnolia obovata, and Phellodendron amurense","Infectious disease caused by RNA viruses and antiviral agents like herpes virus, polio virus",Y,-,21.04.2011,"A61K  36/18,A61K  36/75,A61P  31/12,A61P  31/16,A61P  31/14,C02F   1/50,A01N  65/08,A01N  65/36,A01P   1/00     "
51,2009-255237,2011-098922,11-06-2009,New anticancer agent or cancer prophylactic agent having both neovascularization-inhibiting efffect and immune control effect with preparation or mixtue or basidiomycetes belonging to polyporacae and component of pinacae plant ,Fukuoka Univ ,Individual,-,"Soeda shinji , kuramoto yukako , hayashida satoshi ,kosako tomohiro ,urano koji,honda shinichiro ,motongare rie ,nakaji kaoru ",-,Immune control effect,Decoction,Ganoderma lucidum and pinecones, Cancer,Y,-,19.05.2011,"A61K  36/00,A61K  36/07,A61P  35/00,A23L   1/30     "
52,2011-031457,2011-098986,16-02-2011,Plant lectin  as mucosal adjuvant ,Novartis Vaccines & diagnostics Inc ,Company,-,Lavelle edward C HAGAN DEREK,-,"Simple and effective method,non-toxic and cost-effective",Vaccine,Plant lecitin,Immune response in a mammal.,Y,-,19.05.2011,"A61K  39/39 ,A61K  39/245  ,A61K  39/35     ,A61K  39/02 ,A61K  39/12   ,A61K  47/48    ,A61K  47/36,A61P  31/12  ,A61P  31/22   ,A61P  31/04,A61P  37/04    , A61P  37/08    "
53,2010-253921,2011-103880,11-12-2010,Preparation method of plant extract using high pressure-enzymatic decomposition technique and the cosmetic composition containing the extract ,Amorepacific Corp ,Company,-," Kang hyun seo 
Kim hye won Kang chan koo 
Cho sung A ,Cho jun cheol ,Kwon  sun sang ,Won sun sang 
",-,"Large amounts of various effective components, and a cosmetic composition",Cosmetic composition,"Green tea, bamboo and adlay",-,Y,-,02.06.2011,"C12P  13/04 ,A61K   8/97 ,A61Q  19/00,A61P  17/18 ,A61K  36/18   ,A61K  36/00   ,A61P  17/16   "
54,2009-265824,2011-109915,23-11-2009,"Food,article for plant/animal,chemical product and medicinal product each using aqueous natural gas associated water,and method for producing them ",Op Energy  KK,Individual,-,Omija kojiro ,-,Industrial use,"Food, a cosmetic composition, soap, bath agents or hair restorer, an antibacterial/antiseptic agent, deodorant and medicinal products",Seaweed,-,Y,-,09.06.2011,"A01G7/00 ,A01N59/12 ,A01P3/00  ,C05D9/00   ,A01G  1/00  ,A01G  33/00 ,A23K   1/18 ,A23K   1/00  ,A61Q  19/10  ,A61Q   7/00,A61Q  17/00 ,A61K   8/19 ,A61Q  19/00,A23L   1/30   
C12N   1/00    "
55,2011-251071 ,2012-097084 ,27-10-2011,METHOD FOR PRODUCING MEDICAL HERB COMPOSITION FOR ENHANCING IMMUNITY AND THE MEDICAL HERB COMPOSITION BY THE METHOD,"KIM BYANG JUN
KIM BYOUNG-JU",Individual,-,"KIM BYANG JUN
KIM BYOUNG-JU",-,Inhancing the immunity and the medical herb composition,"Drying, extraction, heating, washing","cornus officinalis, lycium chinense, taraxacum platycarpum, polygonum multiflorum, hovenia dulcis, phellinus linteus, acanthopanax senticosus, viscum album, lonicera japonica, and houttuynia cordata",Inhancing immunity,N,27.7.2012,24.05.2012,"A61K  36/00     (2006.01)
A23L   1/30     (2006.01)
A61P   3/02     (2006.01)
A61P  37/04     (2006.01)
A61K  36/07     (2006.01)"
56,2011-220805,2012-021022   ,10-05-2011,"MEDICINAL PREPARATION CONTAINING PHENYLETHANOID GLYCOSIDE EXTRACTED FROM HERBACEOUS PLANT, CISTANCHE TUBULOSA (SCHENK.) WIGHT, PROCESS FOR PRODUCING THE SAME AND USE THEREOF",SINPHAR PHARMACEUTICAL CO LTD,Company,-,"TU PENGFEI
SONG ZHIHONG
LEI LI",-,inhibiting an aggregation of blood platelets which contains a carrier or a diluent permissible,Extraction,Cistanche tubulosa,-,Y,30.8.2013,"02.02.2012
","A61K  36/18     (2006.01)
A61P   7/02     (2006.01)
A61P  25/28     (2006.01)
A61K  31/7008   (2006.01)"
57,2012-030071,2012-236815,15-02-2012,TREATMENT AND/OR PREVENTION OF INFLAMMATION AND CUTANEOUS PHOTODAMAGE AND PHOTOPROTECTION OF SKIN WITH WATER-SOLUBLE EXTRACT FROM PLANT OF SOLANUM GENUS,G & E HERBAL BIOTECHNOLOGY CO LTD,Company,-,"KUO KOU-WHA
SHEU HAMM-MING",-,"Photoprotective effect, and can be used as a cosmetic composition.", Extraction,Solanum genus.,Inflammation and cutaneous photodamage,Y,15.5.2015,6.12.2012,"A61K  31/7052   (2006.01)
A61K  36/81     (2006.01)
A61K  36/00     (2006.01)
A61K   8/63     (2006.01)
A61Q  19/00     (2006.01)
A61Q  17/04     (2006.01)
A61P  17/16     (2006.01)
A61P  17/00     (2006.01)
A61P   9/00     (2006.01)
A61P  17/02     (2006.01)
A61P  29/00     (2006.01)
C07J  71/00     (2006.01)"
58,"2013-181360
","2013-237706
",09-02-2013,MEDICINAL HERBAL COMPOSITION FOR TREATING INFECTION,"INTERNATL PATENT HOLDINGS LLC
",Company,-,"KIPRONO CHEPKWONY PAUL
MEDINA MARIA
MEDINA MITCHELL",-,A medicine used for the treatment of infectious diseases.,Extraction, Dovyalis abyssinica and Clutia robusta,HIV and other infectious diseases,Y,-,28.11.2013,"A61K  36/00     (2006.01)
A61P  31/18     (2006.01)
A61K   9/48     (2006.01)
A61K   9/20     (2006.01)
A61K   9/14     (2006.01)
A61K   9/06     (2006.01)"
59,2013-154577,"2013-256509
",25-07-2013,COSMETIC COMPOSITION FOR SKIN WHITENING INCLUDING COMBINATION OF SUGAR FATTY ACID ESTER AND PLANT EXTRACT OF WALTHERIAINDICA OR PISUMSATIVUM,COGNIS IP MANAGEMENT GMBH,Company,-,"PHILIPPE MOUSSOU
DANOUX LOUIS
BAILLY LAURENT
GILLON VERONIQUE",-,Cosmetic ,Extraction,"Waltheria indica, Pisum sativum",-,Y,-,26.12.2013,"A61K   8/97     (2006.01)
A61K   8/60     (2006.01)
A61Q  19/02     (2006.01)
A61K   8/73     (2006.01)"
60,2014-155479,2013-043456,15-02-2013,Herb Tea,Iso Miwako,Individual,Japan,Iso Miwako,Japan,Composition and uses,Tea,"Mugwort,Achyranthes favriei,Psyllium,Licorice,Patrinia villosa,White oak,Sasa albo-marginata,Fig,Persimmon,Mulberry,Butterbur,Eggplant,Glechoma hederacea","Hepatitis C,Diabetes mellitus,Influenza",N,15/05/2015,28/08/2014,A23L   2/38;A23L   2/52 
61,2014-063978,2014-205666,26-03-2014,Herbal extract inhibiting proliferation of cancer cells,Wenguan Fong;Ching Ryao;Minja Din,Individual,Taiwan,Wenguan Fong;Ching Ryao;Minja Din,Taiwan,Composition and uses,Oral administration,"Ricinus communis,Taiwan Sambucus chinensis","Improve prevention,treatment,alleviation of cancer,and QOL of cancer patients",N,-,28/08/2014,A61K  36/47;A61K  36/18;A61P  35/00;A61P  35/02;A61K   9/08;A61K   9/14;A61K   9/16;A61K   9/20;A61K   9/48;A61K  35/32;A61K  47/04;A61K  47/10;A61K  36/00 
62,2014-136932,2014-208684,07-02-2014,Medical Herb Composition PHY906 and use Thereof in Chemotherapy,Yale University,Research organisation,United states of America,Cheng Yung-Chi Liu Shwu-Huey,China,Composition and uses, Oral administartion/Non-oral administration,"Scutellaria,Glycyrrhiza,Ziziphus,Paeonia",Viral infection and cancer neoplasm,Y,-,2014-06-11 00:00:00,A61K  36/53;A61K  36/48;A61K  36/18;A61K  31/4745;A61K  31/513;A61K  31/7048;A61K  31/7068;A61P  35/00;A61K   9/16;A61K   9/20;A61K   9/14;A61K   9/08;A61K   9/48;A61K   9/02;A61P   7/00;A61P  37/00;A61K  45/00;A61K  31/472;A61K  31/4725;A61K  31/427;A61P  31/12
63,2014-052426,2014-111664,14-03-2014,"Dried plant tissue and plant tissue extract for Ameliorating central nervous system degenerative diseases accompained by learning/memory disorders, movement disorders and the like, and pharmaceutical agent and food comprising the same",Tohoku University;Kotaro Kanpo Seiyaku KK,Research oganisation,Japan,Oizumi Yasushi;Yamaguni Toru;Kawabata Ichiro;Yoshida Masaaki,Japan,Method of preparation,Oral administration,Citrus tachibana,Alzheimer's;Parkinson's,Y,25/03/2016,19/06/2014,A61K  31/352;A61K  31/7048;A61K  36/75;A61K  36/00;A61P  25/16;A61P  25/28;A61P  43/00
64,2015-052035,2015-192661,16-03-2015,HERBAL EXTRACT-CONTAINING BEVERAGE,TAISHO PHARMACEUTICAL CO LTD,Company,-,"IGARASHI TAKANORI
HATANAKA MASARU
DOMOTO TAKASHI",-,"Good flavor, unpleasant taste and smell peculiar to a crude drug extractmasked more particularly,characteristic efficacy",Beverage,"Carrot, ginger, Amla, tangerine, cinnamon, angelica, turmeric, striped bamboo, licorice, ginkgo, coix seed, barley, whitethorn, Akyou, olive, Eucommia ulmoides, Siberian ginseng, Makiberi, Lycium chinense, corn silk, garlic, artichoke, mulberry, Salacia, Angelica keiskei, saffron, pepper, safflower, long pepper and black ginger,Barley",To enhance palatiblity of beverage,Y,Not mentioned ,5.11.2015,"A23L   2/38     (2006.01)
A61K  36/23     (2006.01)
A61K  36/18     (2006.01)
A61K  36/48     (2006.01)
A61K  36/00     (2006.01)
A61K  36/899    (2006.01)
A61K  36/75     (2006.01)
A61K  36/25     (2006.01)
A61K  36/73     (2006.01)
A61K  36/81     (2006.01)
A61K  36/896    (2006.01)
A61K  36/28     (2006.01)
A61K  36/60     (2006.01)
A61K  47/12     (2006.01)
A61K  47/42     (2006.01)
A23L   2/66     (2006.01)"
65,2014-044158,2015-168643,28-09-2015,"ORALLY DISINTEGRATING TABLET CONTAINING HIGH AMOUNT OF HERBAL MEDICINE POWDER, AND METHOD FOR PRODUCING THE SAME",SHIZUOKAKEN KORITSU DAIGAKU HOJIN,Individual,-,"ITAI SHIGERU
NOGUCHI SHUJI
IWAO YASUNORI",-,"Decay time is more than 10N,Contains High amount of crude drug,chewable tablet", Orally disintegrating tablet,Tea (leaves),Disintegration of oral tablet ,Y,2.2.2018,28.9.2015,"A61K   9/20     (2006.01)
A61K  36/18     (2006.01)
A61K  47/10     (2006.01)
A61K  47/02     (2006.01)
A61K  47/12     (2006.01)
A61P   3/00     (2006.01)"
66,"2013-258820
",2015-113332,16-12-2013,HERBAL MEDICINE POWDER,KAO CORP,Individual,-,"UMEHARA MASAHIRO
TAKIGAWA HIROBUMI",-,"Excellent in antimicrobial action, and sufficiently exhibits drug actions ",Herbal Powder,Saposhnikovia divaricata or Cnidium officinale Makino ,Antimicrobial Action,Y,Not mentioned ,22.6.2015,"A61K  36/23     (2006.01)
A61K  36/00     (2006.01)
A61P  31/04     (2006.01)
A61Q  19/00     (2006.01)
A61Q   5/00     (2006.01)
A61K   8/97     (2006.01)"
67,2015-045118,2015-186477,03-06-2015,PLANT-DERIVED β-GLUCAN CONTAINING SYRUP,GUNEI-CHEMICAL INDUSTRY CO LTD,Company,-,"TANABE YOICHI
KAMATA SUNAO
FUKUMOTO RYOHEI",-,"Sufficiently low viscosity ,easy to handle",Syrup ,Rice plant ,"Normalization of cholesterol in blood, rise inhibition of the blood sugar level after a meal, and a depot action of a feeling of fullness",Y ,Not mentioned ,29.10.2015,"A23L   1/09     (2006.01)
A23L   1/30     (2006.01)
A23L   2/52     (2006.01)
A23L   2/62     (2006.01)
A61K  36/00     (2006.01)
A61K  36/899    (2006.01)
A61P   3/06     (2006.01)
A61P   7/00     (2006.01)
A61K  31/716    (2006.01)
C12P  19/20     (2006.01)"
68,2015-054697,2015-131838,18-03-2015,PROCESS FOR PREPARING PLANT EXTRACT OF PASSIFLORA ALATA AND USE OF EXTRACT THEREOF IN COSMETIC AND PHARMACEUTICAL COMPOSITIONS,"NATURA COSMETICOS SA
UNIV FEDERAL DE SANTA CATARINA",Company,-,"JEAN-LUC GESZTESI
PATRICIA DA LUZ MOREIRA
MARCIO LORENCINI
GILSON PAULO MANFIO
SERGIO DELARCINA JUNIOR
SIMONE SOARES ESTEVES
JOAO BATISTA CALIXTO
CINTIA ROSA FERRARI
THIAGO BRAZ
COLLINA ROMANHOLE RODRIGO
ANA PAULA PEDROSO DE OLIVEIRA
ELAINE CRISTINA DE OLIVEIRA
SANDRA PATRICIA HURTADO MEDINA",-,"Moral stable working effect, antihypertensive effects, active Ingredient rich in flavonoids", Anti-inflammatory agent in cosmetic and pharmaceutical compositions, Passiflora alata,Anti-inflamatory ,Y,Not mentioned ,18.3.2015,"A61K   8/97     (2006.01)
A61Q  19/00     (2006.01)
A61Q  19/08     (2006.01)
A61K  36/185    (2006.01)
A61P  29/00     (2006.01)
A61P  17/00     (2006.01)
A61K  31/7048   (2006.01)
A61K 127/00     (2006.01)"
69,2015-020290,2015-120731,02-04-2015,PLANT EXTRACTS FROM ACRONYCHAL SPECIES AND THEIR USE,ECOBIOTICS LTD,Company,-,"GORDON VICTORIA ANNE
PAUL WARREN REDDELL",-,Origination in plants ,Bioactive molecule,"Acronychia acidula, Acronychia aberrans, Acronychia acronychioides, and Acronychia crassipetala",Treats or prevents microbism,Y,23.2.2017,2.7.2015,"A61K   8/97     (2006.01)
A61Q  13/00     (2006.01)
A61K   8/31     (2006.01)
A61K   8/35     (2006.01)
A61K   8/34     (2006.01)
A61Q  19/00     (2006.01)
A61Q   1/02     (2006.01)
A61Q  19/08     (2006.01)
A61Q  19/10     (2006.01)"
70,2016-089496,2016-210767,27-04-2016,"PLANT EXTRACT CONTAINING 20-HYDROXYECDYSONE AND METHOD FOR PRODUCING THE SAME, AND USAGE OF PLANT EXTRACT CONTAINING 20-HYDROXYECDYSONE","ASAHI GROUP FOODS LTD
MATSUURA YAKUGYO KK",Company,Japan,"TAMURA YOKO
IWASHIMA JO
IMAI SHOJI
NISHIKAWA KANAKO",Japan,Extraction of active compound and composition ,Extraction using water or hydrous alcohol for fractionation treatment; blended into liquid agent/ Food product,"Ajuga decumbens, Ajuga ciliata, Ajuga lupulina, Ajuga reptans, Chenopodium alba, Chenopodium quinoa, Lamium album var.barbatum and Lamium album, Polypodium leucotomos, Polypodium vulgare, Aerva javanica, Aerva lanata, Pteridium aquilinum var.latiusculum, Rhagodia baccata, Sesuvium portulacastrum, Cyanotis arachnoidea, Rhaponticum uniflorum, Rhaponticum carthamoides, Serratula coronata, Serratula wolffii, Serratula tinctoria, Pfaffia glomerata, Pfaffia iresinoides",For cartilage damage,Y,Not Found,2016-12-15 00:00:00,"A61K  31/575    (2006.01)
A61K  36/53     (2006.01)
A61K  36/28     (2006.01)
A61K  36/21     (2006.01)
A61P  19/08     (2006.01)
A61P  43/00     (2006.01)
A23L  33/105    (2016.01)"
71,2015-076529,2016-195557,03-04-2015,TABLET CONTAINING PLANT FERMENTATION PRODUCT AND MANUFACTURING METHOD THEREFOR,FUJIFILM CORP,Company,Japan,SAKAMOTO ATSUSHI,Japan,Composition and Application,"As tablets, 10 doses in 900 mL of water","Koji mold, yeast, lactic acid bacteria, or Bacillus natto, mugwort, Curcmae rhizoma, Houttuynia, Aloe, Ginseng, Japanese iris leaf, OTOGIRI grass, Sasa albo-marginata, dandelion, Ganoderma, Gynostemma pentaphyllum, TOCHUU, Psyllium, Glycyrrhiza, pine needle, Nandina domestica, sealwort, TSUYU grass, Crna, a maca, Tongkat Alii, hub grass, Job's tears, a field horsetail, a loquat, rakanka, a boxthorn, Lensen grass, peach, Ginkgo, Lonicera japonica, fig, Carthami flos, Siberian Ginseng, EMMEI grass, mulukhiya, SEKKOTSUBOKU, Mallotus japonicus, boxthorn, persimmon, chamomillae flos, Chinese quince, perilla herb, mulberry, MEGUSURI, Panax notoginseng, Platycodi radix, Jujube tree, a silvervine, EBISU grass, red Ginseng, Agaricus, Aspalathus linears, AMURA, thistle root, cat's-claw, a plum, A kumquat, a fig, a mandarin orange, a pineapple, an apple, a grape, A melon, lemon, a grapefruit, an apricot, capsici fructus, ginger, shiitake mushroom, A carrot, an onion, parsley, a cabbage, a burdock, bean sprouts, a garlic, kelp, On gumweed, coriander, a green pepper, a Chinese yam, a spinach, a snap bean, black soybean, asparagus, a lotus root, a Jew's-ear, a mango, a lychee, a papaya, a pear, a banana, Eriobotrya japonica, a guava, a star fruit, REMBU, a passion fruit. Euphoria longana, Japanese honeysuckle, a hibiscus, and paper mulberry, green tea, Aronia, an onion envelope, Sara Xia, purple curcmae rhizoma, SENSHINREN, chaga, Phellinus Linteus, Hericium erinaceum, Maitake mushrooms, a celery seed, basil, a laurel, allspice, a dill, A rosemary, a Welsh onion, a cassava, a soybean, a blueberry, a tomato, a rose hip, a purple IPE and pomegranate flower and black curcmae rhizoma, Vinca minor, Matsuki hide, SOFON, bamboo, senna, hiba arborvitae, guarana, Gymnema, a white thorn, hemp, peppermint, marigold, purple wild yam, jasmine, guava, scallion seed, Tara tree, blackberry, cassis, raspberry, strawberry, Piper longum, red pepper, etc",For lipid absorption and Diabetes mellitus,Y,Not Found,2016-11-24 00:00:00,"A23L   5/00     (2016.01)
A23L  33/10     (2016.01)
A23L  33/21     (2016.01)"
72,2015-073638,2016-193844,31-03-2015,"DRYOPTERIDACEAE PLANT-CONTAINING COMPOSITION
",TOYO SHINYAKU CO LTD,Company,Japan,"SATO TAKASHI
NAGASAKI AYUMI
NAKAJIMA CHIE
TSUBATA MASAHITO
YAMAGUCHI KAZUYA
TAKAGAKI KINYA",Japan,Composition and Application,As powder and extraction using warm water or organic solvent. Dose 100mg or more to less than 5000 preferably,"Matteuccia struthiopteris, Onoclea sensibilis L.var.interrupta Maxim., Onoclea orientalis(Hook.) Hook., Woodsia polystichoides Eaton, Woodsia manchuriensis Hook., Hypodematium crenatumssp.fauriei, Acystopteris japonica, Gymnocarpium dryopteris, Cystopteris fragilis, Athyrium niponicum, Athyrium iseanum","For arthritis, cartilage protection, collagen degradation inhibition",Y,2018-01-26 00:00:00,2016-11-17 00:00:00,"A61K  36/11     (2006.01)
A61P  19/02     (2006.01)
A61P  43/00     (2006.01)
A61P  19/00     (2006.01)
A61K   8/97     (2006.01)"
73,2015-006252,2016-132617,15-01-2015,"FERMENTATION LIQUID BY FERMENTING LEGUMINOUS PLANT WITH YEAST, OR COSMETIC, FOOD PRODUCT OR MEDICINE CONTAINING EXTRACT THEREOF",COSMETICS ROORANDO KK,Company,Japan,"MATSUDA KOSUKE
NAKAMURA TAKAO",Japan,Method of preparation of the ferment,A fermentation mash composition,"Saccharomyces cerevisiae. Saccharomyces bayanus, Saccharomyces boulardii, Saccharomyces bulderi, Saccharomycescariocanus, Saccharomyces cariocus, Saccharomyces chevalieri, Saccharomyces dairenensis, Saccharomyces ellipsoideus, Saccharomyces florentinus, Saccharomyces kluyveri, Saccharomyces martiniae, Saccharomyces norbensis, Saccharomyces paradoxus, Saccharomycespastorianus, Saccharomyces spencerorum, Saccharomyces turicensis, Saccharomyces unisporus, Saccharomyces uvarum, Saccharomyceszonatus, A Saccharomycopsis group, Candida kefyr, Candida bombicola, Candida utilis, Candida saitoana, Zygosaccharomyces roaxii, Sygosaccharomyces microellipsoides, Schizosaccharomyces pombe, Torulasporas delbrueckii, Pichia anomala, Pichia caribbica, Pseudozyma tsukubaensis, Glycyrrhiza uralensis, Glycyrrhiza glabra","Anti-inflammatory agent, pain of  throat, antitussive, antiallergic agent, an anti-impaired liver function agent, antiphlogistic",Y,Not Found,2016-07-25 00:00:00,"A61K  36/48     (2006.01)
A61K  36/484    (2006.01)
A61Q  19/00     (2006.01)
A61K   8/97     (2006.01)
A61P  29/00     (2006.01)
A61P   1/16     (2006.01)
A61P  37/08     (2006.01)
A61P  11/14     (2006.01)
A23L  33/10     (2016.01)
A61P  17/16     (2006.01)
A61P  17/00     (2006.01)
A61K  36/06     (2006.01)
A61K 125/00     (2006.01)
A61K 127/00     (2006.01)
A61K 135/00     (2006.01)"
74,2014-234479,2016-098184,19-11-2014,TABLET COMPRISING EXTRACT OF SALACIA PLANT AND METHOD FOR PRODUCING THE SAME,FUJIFILM CORP,Company,Japan,SAKAMOTO ATSUSHI,Japan,Composition and Application,"As tablets, 1 dose in 900 mL of water","Salacia, Brown algae, Ascophyllum nodsum, Fucus vesiculosus, gulfweed, Eisenia, a sea trumpet, Sara Xia, black oolong tea, onion envelope extract, red wine polyphenol, coffee-beans, star fruit extract, wheat, chromium yeast, Piper longum, red pepper, etc ",For lipid absorption and Diabetes mellitus,Y,Not Found,2016-05-30 00:00:00,"A61K  36/18     (2006.01)
A61K  31/718    (2006.01)
A61K  31/721    (2006.01)
A61K  31/732    (2006.01)
A61K  31/736    (2006.01)
A61K  31/716    (2006.01)
A61K  31/729    (2006.01)
A61K  31/731    (2006.01)
A61K  31/733    (2006.01)
A61K  31/734    (2006.01)
A61K  31/737    (2006.01)
A61K  31/717    (2006.01)
A61K  31/722    (2006.01)
A61K   9/20     (2006.01)
A61K  47/36     (2006.01)
A61K  47/38     (2006.01)
"
75,2014-137330,2016-013991,03-07-2014,"CHINESE MEDICAL HERB SYNTHETIC FOR ANTI-UTERINE FIBROID, AND APPLICATION OF EXTRACT THEREOF",KANG LI BIOTECH CO LTD,Company,-,"LEE SHIH CHIANG
LIOU SHORONG SHII
LIOU I MIN
CHANG CHIA-RU
",-,Preparation method by condensation,300mg of extract per kg of consumer's weight,"Antrodia Camphorata, Astragali radix, and Leonurus sibiricus, Cinnamomum kanehirae",To prevent and improve uterine fibroid,Y,2016-11-04 00:00:00,2016-01-28 00:00:00,"A61K  36/00     (2006.01)
A61P  15/02     (2006.01)
A61K  36/07     (2006.01)
A61K  36/48     (2006.01)
A61K  36/53     (2006.01)"
76,2017-154923,2017-197584,08-10-2017,Pharmaceutical composition containing herbal medicine or the like ,"Kowa Company, Ltd.",Company,Japan,Miura Hiroshi;Nakagawa Akitaka;Ishida Yuka,Japan,Composition and uses,Liniments/Lotions/External use Aerosols/Pump spray/an Ointment/Cream pharmaceuticals/Gel/a Tape/Cataplasms,"Liquorice,Glycyrrhiza",-,Y,-,2017-02-11 00:00:00,A61K  47/12;A61P   1/04;A61P  29/00;A61P  43/00;A61K  31/192;A61K  31/19;A61K  36/756;A61K  36/484;A61K   9/08;A61K   9/107;A61K   9/12;A61K   9/70;A61K   9/06;A61K 125/00;A61K 129/00 
77,2016-059221,2017-153468,03-06-2016,Jelly having Herbs as raw Material,Saito Masahiro,Individual,Japan,Saito Masahiro,Japan,Composition and uses,Oral administration,"Dandelion,Mulberry",Diabetes mellitus,N,-,2017-07-09 00:00:00,A23L  21/10
78,2016-205044,2017-008116,19-10-2016,Pharmaceutical composition containing herbal medicine or the like,Kowa Company Ltd,Company,Japan,Miura Hiroshi;Nakagawa Akitaka;Ishida Yuka,Japan,Composition and uses,"Liniments,Lotions,External use aerosols,Pump spray, an Ointment, Cream pharmaceuticals,Gel, a Tape, or Cataplasms",Physalis radix;Horse chestnut ,-,Y,18/08/2017,2017-12-01 00:00:00,A61K  36/758;A61K  36/185;A61K  31/192;A61P  29/00;A61P  43/00;A61P  19/02;A61K   9/70;A61K   9/06;A61K   9/08;A61K   9/12;A61K 131/00
79,2015-237325,2017-101003,12-04-2015,Skin External Preparation or Internal Preparation Using Herbal Sprout,Nippon Menaade Keshohin KK,Company,Japan,Osumi Kazuhisa;Fukada Kosuke;Murakami Yuko;Sakaida Tsutomu,Japan,Method of Preparation,Tropical administration,Lemon balm,"Melanogenesis inhibitory action,MMP inhibitory action,Anti-inflammatory,Skin cell proliferatio,Antioxidant",Y,-,2017-08-06 00:00:00,A61K   8/97;A61Q  19/00;A61K  36/53;A61P  43/00;A61P  17/18;A61P  29/00;A61Q   1/12;A61Q  19/10;A23L  33/105
